timestamp,value,anomaly_label
2025-01-01 00:00:00,27.056209383870655,0.0
2025-01-01 00:01:00,21.622445379892625,0.0
2025-01-01 00:02:00,23.958584613914827,0.0
2025-01-01 00:03:00,29.029020774662552,0.0
2025-01-01 00:04:00,27.557493992786284,0.0
2025-01-01 00:05:00,16.199962905667164,0.0
2025-01-01 00:06:00,23.931238411641722,0.0
2025-01-01 00:07:00,19.54726373285832,0.0
2025-01-01 00:08:00,19.761622076338274,0.0
2025-01-01 00:09:00,21.83869308654883,0.0
2025-01-01 00:10:00,20.79427122147019,0.0
2025-01-01 00:11:00,26.056984670458622,0.0
2025-01-01 00:12:00,23.305830681802693,0.0
2025-01-01 00:13:00,20.7701640037882,0.0
2025-01-01 00:14:00,22.080695628655988,0.0
2025-01-01 00:15:00,21.661712955647783,0.0
2025-01-01 00:16:00,26.325098661351053,0.0
2025-01-01 00:17:00,19.54990939591379,0.0
2025-01-01 00:18:00,21.644566285242828,0.0
2025-01-01 00:19:00,16.99765808035412,0.0
2025-01-01 00:20:00,10.223819450401976,0.0
2025-01-01 00:21:00,23.071982475078457,0.0
2025-01-01 00:22:00,23.936973558039142,0.0
2025-01-01 00:23:00,17.532280226434615,0.0
2025-01-01 00:24:00,29.6016608122887,0.0
2025-01-01 00:25:00,14.726871675864764,0.0
2025-01-01 00:26:00,20.74905013804532,0.0
2025-01-01 00:27:00,19.838951587185853,0.0
2025-01-01 00:28:00,26.740463574459568,0.0
2025-01-01 00:29:00,26.50842992528029,0.0
2025-01-01 00:30:00,21.27242066388792,0.0
2025-01-01 00:31:00,22.186904729777307,0.0
2025-01-01 00:32:00,17.144722514279877,0.0
2025-01-01 00:33:00,12.79427723706019,0.0
2025-01-01 00:34:00,19.347398458343445,0.0
2025-01-01 00:35:00,21.386012807365503,0.0
2025-01-01 00:36:00,25.703335048112038,0.0
2025-01-01 00:37:00,25.613232223156775,0.0
2025-01-01 00:38:00,19.27593075967158,0.0
2025-01-01 00:39:00,19.637536516943783,0.0
2025-01-01 00:40:00,16.67402902806628,0.0
2025-01-01 00:41:00,15.20964597865331,0.0
2025-01-01 00:42:00,14.086096864960687,0.0
2025-01-01 00:43:00,28.735721760970833,0.0
2025-01-01 00:44:00,18.91543624987611,0.0
2025-01-01 00:45:00,19.223154403635895,0.0
2025-01-01 00:46:00,15.985658231886282,0.0
2025-01-01 00:47:00,24.128170179028526,0.0
2025-01-01 00:48:00,14.583967063856992,0.0
2025-01-01 00:49:00,20.20992723992636,0.0
2025-01-01 00:50:00,17.50033182491581,0.0
2025-01-01 00:51:00,22.651097166544556,0.0
2025-01-01 00:52:00,19.081534721443834,0.0
2025-01-01 00:53:00,16.423473218122425,0.0
2025-01-01 00:54:00,21.054497905924908,0.0
2025-01-01 00:55:00,22.901756943752535,0.0
2025-01-01 00:56:00,21.47567836753101,0.0
2025-01-01 00:57:00,22.440654056104094,0.0
2025-01-01 00:58:00,18.714611645548352,0.0
2025-01-01 00:59:00,19.822045077079085,0.0
2025-01-01 01:00:00,18.604253434408797,0.0
2025-01-01 01:01:00,19.87694342612771,0.0
2025-01-01 01:02:00,18.083606752213466,0.0
2025-01-01 01:03:00,14.452071839998665,0.0
2025-01-01 01:04:00,22.087891348100005,0.0
2025-01-01 01:05:00,19.792021325321915,0.0
2025-01-01 01:06:00,14.899283335655436,0.0
2025-01-01 01:07:00,23.292110362773546,0.0
2025-01-01 01:08:00,17.832665066080715,0.0
2025-01-01 01:09:00,21.69048945806241,0.0
2025-01-01 01:10:00,24.41989124623151,0.0
2025-01-01 01:11:00,22.040253138169696,0.0
2025-01-01 01:12:00,26.102687710047938,0.0
2025-01-01 01:13:00,16.62651575100414,0.0
2025-01-01 01:14:00,23.195889846735657,0.0
2025-01-01 01:15:00,18.867956962754555,0.0
2025-01-01 01:16:00,18.144652175558257,0.0
2025-01-01 01:17:00,19.333054567256276,0.0
2025-01-01 01:18:00,20.422824167659364,0.0
2025-01-01 01:19:00,21.914244958935615,0.0
2025-01-01 01:20:00,17.049501353494918,0.0
2025-01-01 01:21:00,25.333891233204213,0.0
2025-01-01 01:22:00,23.613686665219177,0.0
2025-01-01 01:23:00,15.626480444879684,0.0
2025-01-01 01:24:00,27.744848522908903,0.0
2025-01-01 01:25:00,29.395746895540842,0.0
2025-01-01 01:26:00,26.54762441826009,0.0
2025-01-01 01:27:00,21.13308784429978,0.0
2025-01-01 01:28:00,17.59002248103739,0.0
2025-01-01 01:29:00,26.111049994486713,0.0
2025-01-01 01:30:00,20.300709373932733,0.0
2025-01-01 01:31:00,26.82333508971381,0.0
2025-01-01 01:32:00,22.78675555475381,0.0
2025-01-01 01:33:00,25.880275427856187,0.0
2025-01-01 01:34:00,23.41921093332384,0.0
2025-01-01 01:35:00,24.840026122061477,0.0
2025-01-01 01:36:00,22.07568329826228,0.0
2025-01-01 01:37:00,29.197076238690727,0.0
2025-01-01 01:38:00,22.581114584095673,0.0
2025-01-01 01:39:00,23.701256141465947,0.0
2025-01-01 01:40:00,29.645694096928512,0.0
2025-01-01 01:41:00,16.741807454937504,0.0
2025-01-01 01:42:00,17.07061549009854,0.0
2025-01-01 01:43:00,26.04981311965413,0.0
2025-01-01 01:44:00,17.49936211348875,0.0
2025-01-01 01:45:00,29.985928193692178,0.0
2025-01-01 01:46:00,20.576513142510052,0.0
